Bundesland;Gemeindeschluessel;Gemeinde;Gemarkung;Gemarkungsnummer
SH;01058043;Eckernförde;Windeby;010454
SH;01061025;Ecklak;Ecklak;012028
SH;01051024;Eddelak;Behmhusen;013011
SH;01051024;Eddelak;Warfen;013093
SH;01059107;Eggebek;Eggebek;011017
SH;01051026;Eggstedt;Eggstedt;013025
SH;01058044;Ehndorf;Ehndorf;014525
SH;01053026;Einhaus;Einhaus;017047
SH;01058045;Eisendorf;Eisendorf;010090
SH;01058045;Eisendorf;Groß Vollstedt;010140
SH;01058045;Eisendorf;Langwedel;010242
SH;01058045;Eisendorf;Warder;010438
SH;01054026;Elisabeth-Sophien-Koog;Elisabeth-Sophien-Koog;011517
SH;01060019;Ellerau;Ellerau;019023
SH;01056013;Ellerbek;Egenbüttel;016617
SH;01056013;Ellerbek;Ellerbek;016519
SH;01058046;Ellerdorf;Ellerdorf;010093
SH;01058046;Ellerdorf;Groß Vollstedt;010139
SH;01058046;Ellerdorf;Thienbüttel;010421
SH;01056014;Ellerhoop;Borstel-Hohenraden;016612
SH;01056014;Ellerhoop;Ellerhoop;016520
SH;01056014;Ellerhoop;Esingen;016623
SH;01054027;Ellhöft;Ellhöft;015515
SH;01059023;Ellingstedt;Ellingstedt;018029
SH;01062016;Elmenhorst;Bargfeld;015201
SH;01062016;Elmenhorst;Elmenhorst;015026
SH;01053027;Elmenhorst;Elmenhorst;017049
SH;01062016;Elmenhorst;Fischbek;015027
SH;01062016;Elmenhorst;Jersbek-Gut;015222
SH;01053027;Elmenhorst;Lanken;017159
SH;01062016;Elmenhorst;Mönkenbrook;015077
SH;01056015;Elmshorn;Bokholt;016608
SH;01056015;Elmshorn;Ekholt;016678
SH;01056015;Elmshorn;Elmshorn;016521
SH;01056015;Elmshorn;Klein Nordende;016639
SH;01056015;Elmshorn;Kurzenmoor;016681
SH;01056015;Elmshorn;Kölln-Reisiek;016649
SH;01051027;Elpersbüttel;Eesch;013024
SH;01051027;Elpersbüttel;Elpersbüttel;013027
SH;01051027;Elpersbüttel;Helmsand;013036
SH;01058047;Elsdorf-Westermühlen;Bargstall;010020
SH;01058047;Elsdorf-Westermühlen;Elsdorf-Westermühlen;010095
SH;01061026;Elskop;Elskop;012030
SH;01058048;Embühren;Embühren;010096
SH;01058049;Emkendorf;Bokel;010479
SH;01058049;Emkendorf;Bokelholm;010042
SH;01058049;Emkendorf;Brux;010066
SH;01058049;Emkendorf;Emkendorf;010097
SH;01058049;Emkendorf;Groß Vollstedt;010138
SH;01058049;Emkendorf;Haßmoor;010161
SH;01058049;Emkendorf;Kleinvollstedt;010220
SH;01058049;Emkendorf;Ohe;010469
SH;01058049;Emkendorf;Schülldorf;010470
SH;01058049;Emkendorf;Wildes Moor;010446
SH;01054166;Emmelsbüll-Horsbüll;Emmelsbüll;015516
SH;01054166;Emmelsbüll-Horsbüll;Horsbüll;015527
SH;01054167;Enge-Sande;Enge;015517
SH;01054167;Enge-Sande;Engerheide;015518
SH;01054167;Enge-Sande;Knorburg;015534
SH;01054167;Enge-Sande;Sande;015552
SH;01054167;Enge-Sande;Schardebüll;015553
SH;01054167;Enge-Sande;Soholm;015554
SH;01061027;Engelbrechtsche Wildnis;Engelbrechtsche Wildnis;012031
SH;01051028;Epenwöhrden;Epenwöhrden;013028
SH;01059024;Erfde;Bargen-Scheppern;018004
SH;01059024;Erfde;Erfde;018030
SH;01053028;Escheburg;Escheburg;017050
SH;01059109;Esgrus;Birzhaft;011007
SH;01059109;Esgrus;Brunsholm;011011
SH;01059109;Esgrus;Esgrus;011020
SH;01059109;Esgrus;Niesgrau;011204
SH;01059109;Esgrus;Wippendorf;011165
SH;01055012;Eutin;Eutin;010522
SH;01055012;Eutin;Fissau;010524
SH;01055012;Eutin;Neudorf;010567
SH;01055012;Eutin;Sibbersdorf;010594
SH;01055012;Eutin;Sielbeck;010596
SH;01059026;Fahrdorf;Fahrdorf;018033
SH;01059026;Fahrdorf;Schlei;018266
SH;01057018;Fahren;Fahren;012705
SH;01060020;Fahrenkrug;Fahrenkrug;019024
SH;01060020;Fahrenkrug;Högersdorf;019151
SH;01060020;Fahrenkrug;Wittenborn;019161
SH;01057090;Fargau-Pratjau;Fargau;012706
SH;01057090;Fargau-Pratjau;Pratjau;012708
SH;01057090;Fargau-Pratjau;Salzau;012707
SH;01057090;Fargau-Pratjau;Sophienhof;012709
SH;01051030;Fedderingen;Fedderingen;013314
SH;01055046;Fehmarn;Albertsdorf;014001
SH;01055046;Fehmarn;Altjellingsdorf;014004
SH;01055046;Fehmarn;Avendorf;014008
SH;01055046;Fehmarn;Bannesdorf;014010
SH;01055046;Fehmarn;Bisdorf;014016
SH;01055046;Fehmarn;Blieschendorf;014017
SH;01055046;Fehmarn;Bojendorf;014019
SH;01055046;Fehmarn;Burg;014025
SH;01055046;Fehmarn;Dänschendorf;014029
SH;01055046;Fehmarn;Flügge;014040
SH;01055046;Fehmarn;Gahlendorf;014044
SH;01055046;Fehmarn;Gammendorf;014045
SH;01055046;Fehmarn;Gollendorf;014050
SH;01055046;Fehmarn;Hinrichsdorf;014070
SH;01055046;Fehmarn;Katharinenhof;014080
SH;01055046;Fehmarn;Klausdorf;014084
SH;01055046;Fehmarn;Kopendorf;014092
SH;01055046;Fehmarn;Landkirchen;014099
SH;01055046;Fehmarn;Lemkendorf;014101
SH;01055046;Fehmarn;Lemkenhafen;014102
SH;01055046;Fehmarn;Meeschendorf a.F.;014114
SH;01055046;Fehmarn;Mummendorf;014121
SH;01055046;Fehmarn;Neujellingsdorf;014123
SH;01055046;Fehmarn;Niendorf a.F.;014129
SH;01055046;Fehmarn;Orth;014134
SH;01055046;Fehmarn;Ostermarkelsdorf;014135
SH;01055046;Fehmarn;Petersdorf a.F.;014136
SH;01055046;Fehmarn;Presen;014139
SH;01055046;Fehmarn;Puttgarden;014142
SH;01055046;Fehmarn;Püttsee;014140
SH;01055046;Fehmarn;Sahrensdorf;014155
SH;01055046;Fehmarn;Sartjendorf;014156
SH;01055046;Fehmarn;Schlagsdorf;014159
SH;01055046;Fehmarn;Staberdorf;014172
SH;01055046;Fehmarn;Staberhof;014173
SH;01055046;Fehmarn;Strukkamp;014177
SH;01055046;Fehmarn;Sulsdorf a.F.;014182
SH;01055046;Fehmarn;Teschendorf a.F.;014185
SH;01055046;Fehmarn;Todendorf;014188
SH;01055046;Fehmarn;Vadersdorf;014189
SH;01055046;Fehmarn;Vitzdorf;014191
SH;01055046;Fehmarn;Wallnau;014193
SH;01055046;Fehmarn;Wenkendorf;014198
SH;01055046;Fehmarn;Westermarkelsdorf;014199
SH;01055046;Fehmarn;Wulfen;014201
SH;01058050;Felde;Felde;012608
SH;01058050;Felde;Klein-Nordsee;012609
SH;01058050;Felde;Neu-Nordsee;012610
SH;01062093;Feldhorst;Havighorst;015043
SH;01062093;Feldhorst;Steinfeld;015123
SH;01062093;Feldhorst;Steinhof;015239
SH;01058051;Felm;Altwittenbek;010013
SH;01058051;Felm;Felm;010101
SH;01058051;Felm;Felmerholz;010102
SH;01058051;Felm;Kaltenhof;010207
SH;01058051;Felm;Rathmannsdorf;010344
SH;01057020;Fiefbergen;Fiefbergen;012710
SH;01061028;Fitzbek;Fitzbek;012033
SH;01053029;Fitzen;Fitzen;017054
SH;01058052;Fleckeby;Fleckeby;010103
SH;01058052;Fleckeby;Götheby;010123
SH;01058052;Fleckeby;Hummelfeld;010198
SH;01058052;Fleckeby;Louisenlund;010254
SH;01058052;Fleckeby;Möhlhorst;010275
SH;01058052;Fleckeby;Schlei;010372
SH;01001000;Flensburg, Stadt;Flensburg-A;011240
SH;01001000;Flensburg, Stadt;Flensburg-B;011241
SH;01001000;Flensburg, Stadt;Flensburg-C;011242
SH;01001000;Flensburg, Stadt;Flensburg-D;011243
SH;01001000;Flensburg, Stadt;Flensburg-E;011244
SH;01001000;Flensburg, Stadt;Flensburg-F;011245
SH;01001000;Flensburg, Stadt;Flensburg-G;011246
SH;01001000;Flensburg, Stadt;Flensburg-H;011247
SH;01001000;Flensburg, Stadt;Flensburg-J;011248
SH;01001000;Flensburg, Stadt;Flensburg-K;011249
SH;01001000;Flensburg, Stadt;Flensburg-L;011250
SH;01001000;Flensburg, Stadt;Flensburg-M;011251
SH;01001000;Flensburg, Stadt;Flensburg-N;011252
SH;01001000;Flensburg, Stadt;Flensburg-O;011253
SH;01001000;Flensburg, Stadt;Flensburg-P;011254
SH;01001000;Flensburg, Stadt;Flensburg-Q;011255
SH;01001000;Flensburg, Stadt;Flensburg-W;011256
SH;01001000;Flensburg, Stadt;Flensburg-X;011257
SH;01001000;Flensburg, Stadt;Flensburg-Y;011258
SH;01001000;Flensburg, Stadt;Flensburg-Z;011259
SH;01001000;Flensburg, Stadt;Sünderup;011141
SH;01001000;Flensburg, Stadt;Tarup;011041
SH;01001000;Flensburg, Stadt;Wees;011237
SH;01058053;Flintbek;Großflintbek;014534
SH;01058053;Flintbek;Kleinflintbek;014545
SH;01058053;Flintbek;Voorde;014571
SH;01058054;Fockbek;Fockbek;010104
SH;01058054;Fockbek;Königsbach;010227
SH;01058054;Fockbek;Nübbel;010303
SH;01053030;Fredeburg;Fredeburg;017057
SH;01053030;Fredeburg;Tangenberg;017267
SH;01060022;Fredesdorf;Fredesdorf;019027
SH;01060022;Fredesdorf;Todesfelde;019178
SH;01059182;Freienwill;Kleinsolt;011073
SH;01059182;Freienwill;Kleinwolstrup;011075
SH;01054032;Fresendelf;Fresendelf;011518
SH;01051032;Frestedt;Frestedt;013032
SH;01051032;Frestedt;Hindorf;013238
SH;01054034;Friedrich-Wilhelm-Lübke-Koog;F.-W.-Lübke-Koog;015521
SH;01051033;Friedrichsgabekoog;Friedrichsgabekoog;013316
SH;01058055;Friedrichsgraben;Friedrichsgraben;010110
SH;01058055;Friedrichsgraben;Hohn;010185
SH;01058056;Friedrichsholm;Friedrichsholm;010112
SH;01051034;Friedrichskoog;Alter-Steert-Sommerkoog;013002
SH;01051034;Friedrichskoog;Dieksanderkoog;013107
SH;01051034;Friedrichskoog;Friedrichskoog;013051
SH;01051034;Friedrichskoog;Kaiserin-Auguste-Viktoria-Koog;013104
SH;01051034;Friedrichskoog;Trischen;013105
SH;01054033;Friedrichstadt;Friedrichstadt;011632
SH;01060023;Fuhlendorf;Fuhlendorf;019028
SH;01053031;Fuhlenhagen;Fuhlenhagen;017058
SH;01060021;Föhrden-Barl;Föhrden-Barl;019026
SH;01054165;Galmsbüll;Galmsbüll;015522
SH;01058057;Gammelby;Birkensee;010033
SH;01058057;Gammelby;Eichtal;010089
SH;01058057;Gammelby;Gammelby;010113
SH;01058057;Gammelby;Kosel;010462
SH;01058057;Gammelby;Lundshof;010463
SH;01058057;Gammelby;Rögen;010357
SH;01054036;Garding;Stadt-Garding;011604
SH;01054035;Garding, Kirchspiel;Kirchspiel-Garding;011605
SH;01051035;Gaushorn;Gaushorn;013317
SH;01053032;Geesthacht;Besenhorst;017020
SH;01053032;Geesthacht;Fahrendorf;017052
SH;01053032;Geesthacht;Geesthacht;017060
SH;01053032;Geesthacht;Grünhof;017086
SH;01053032;Geesthacht;Grünhof-Tesperhude;017088
SH;01053032;Geesthacht;Hasenthal;017103
SH;01053032;Geesthacht;Krümmel;017149
SH;01059112;Gelting;Gelting;011031
SH;01059112;Gelting;Pommerby;011239
SH;01059112;Gelting;Stenderup b. G.;011133
SH;01059032;Geltorf;Geltorf;018042
SH;01060024;Geschendorf;Geschendorf;019029
SH;01058058;Gettorf;Augustenhof;010017
SH;01058058;Gettorf;Gettorf;010116
SH;01058058;Gettorf;Wulfshagenerhütten;010459
SH;01057021;Giekau;Dransau;016031
SH;01057021;Giekau;Engelau;016036
SH;01057021;Giekau;Fresendorf;016042
SH;01057021;Giekau;Gottesgabe;016055
SH;01057021;Giekau;Neuhaus-Giekau;016121
SH;01057021;Giekau;Warderhof;016197
SH;01053033;Giesensdorf;Albsfelde;017002
SH;01053033;Giesensdorf;Giesensdorf;017061
SH;01060025;Glasau;Glasau;019030
SH;01062018;Glinde;Glinde;015030
SH;01059113;Glücksburg (Ostsee);Flensburger Förde;011222
SH;01059113;Glücksburg (Ostsee);Glücksburg;011034
SH;01059113;Glücksburg (Ostsee);Rüde;011209
SH;01059113;Glücksburg (Ostsee);Wees;011160
SH;01061029;Glückstadt;Blomesche Wildnis;012154
SH;01061029;Glückstadt;Bracke;012018
SH;01061029;Glückstadt;Engelbrechtsche Wildnis;012157
SH;01061029;Glückstadt;Glückstadt;012034
SH;01061029;Glückstadt;Kollmar;012169
SH;01051036;Glüsing;Glüsing;013318
SH;01058059;Gnutz;Gnutz;010120
SH;01058059;Gnutz;Timmaspe;010426
SH;01058061;Gokels;Gokels;010125
SH;01058061;Gokels;Ohrsee;010307
SH;01054037;Goldebek;Goldebek;011519
SH;01054038;Goldelund;Goldelund;011520
SH;01058102;Goosefeld;Friedenstal;010108
SH;01058102;Goosefeld;Goosefeld;010126
SH;01058102;Goosefeld;Hoffnungstal;010176
SH;01058102;Goosefeld;Marienthal;010271
SH;01062019;Grabau;Grabau;015031
SH;01053036;Grabau;Grabau;017066
SH;01053037;Grambek;Grambek;017067
SH;01062020;Grande;Grande;015032
SH;01062020;Grande;Rausdorf;015234
SH;01062020;Grande;Witzhave;015245
SH;01058062;Grauel;Grauel;010128
SH;01058062;Grauel;Hohenwestedt;017500
SH;01057022;Grebin;Behl;016007
SH;01057022;Grebin;Breitenstein;016018
SH;01057022;Grebin;Grebin;016057
SH;01057022;Grebin;Görnitz;016054
SH;01057022;Grebin;Helenenruhe;016064
SH;01057022;Grebin;Schönweide;016167
SH;01057022;Grebin;Treufeld;016191
SH;01055015;Gremersdorf;Altgalendorf;014003
SH;01055015;Gremersdorf;Bankendorf;014009
SH;01055015;Gremersdorf;Bollbrügge;014020
SH;01055015;Gremersdorf;Dazendorf;014033
SH;01055015;Gremersdorf;Friedrichstal;014042
SH;01055015;Gremersdorf;Giddendorf;014047
SH;01055015;Gremersdorf;Gremersdorf;014053
SH;01055015;Gremersdorf;Jahnshof;014072
SH;01055015;Gremersdorf;Johannistal;014074
SH;01055015;Gremersdorf;Kembs;014083
SH;01055015;Gremersdorf;Kröß;014314
SH;01055015;Gremersdorf;Löhrstorf;014308
SH;01055015;Gremersdorf;Nanndorf;014122
SH;01055015;Gremersdorf;Neuratjensdorf;014125
SH;01055015;Gremersdorf;Neuteschendorf;014127
SH;01055015;Gremersdorf;Rossee;014152
SH;01055015;Gremersdorf;Seegalendorf;014164
SH;01055015;Gremersdorf;Sulsdorf;014181
SH;01055015;Gremersdorf;Techelwitz;014183
SH;01055015;Gremersdorf;Teschendorf;014184
SH;01055015;Gremersdorf;Wandelwitz;014194
SH;01061030;Grevenkop;Grevenkop;012035
SH;01058063;Grevenkrug;Grevenkrug;014530
SH;01058063;Grevenkrug;Schmalstede;014599
SH;01061031;Gribbohm;Gribbohm;012036
SH;01053038;Grinau;Grinau;017070
SH;01053038;Grinau;Groß Schenkenberg;017298
SH;01054040;Grothusenkoog;Grothusenkoog;011606
SH;01053045;Grove;Grove;017085
SH;01051038;Groven;Flehderwurth;013315
SH;01051038;Groven;Groven;013319
SH;01051038;Groven;Lehe;013410
SH;01051038;Groven;Nesserdeich;013340
SH;01051038;Groven;Wollersum;013385
SH;01053039;Groß Boden;Groß Boden;017072
SH;01058064;Groß Buchwald;Groß Buchwald;014531
SH;01053040;Groß Disnack;Bartelsbusch;017010
SH;01053040;Groß Disnack;Groß Disnack;017074
SH;01053040;Groß Disnack;Klein Sarau;017129
SH;01053040;Groß Disnack;Klempau-Dorf;017134
SH;01053040;Groß Disnack;Kulpin;017155
SH;01053041;Groß Grönau;Groß Grönau;017075
SH;01060028;Groß Kummerfeld;Boostedt;014509
SH;01060028;Groß Kummerfeld;Brokenlande;014513
SH;01060028;Groß Kummerfeld;Groß Kummerfeld;014536
SH;01060028;Groß Kummerfeld;Kleinkummerfeld;014547
SH;01060028;Groß Kummerfeld;Willingrade;014574
SH;01060029;Groß Niendorf;Groß Niendorf;019037
SH;01056016;Groß Nordende;Groß Nordende;016526
SH;01056016;Groß Nordende;Kurzenmoor;016666
SH;01056016;Groß Nordende;Uetersen;016672
SH;01056017;Groß Offenseth-Aspern;Bokholt;016609
SH;01056017;Groß Offenseth-Aspern;Groß Offenseth-Aspern;016527
SH;01056017;Groß Offenseth-Aspern;Großendorfer Gehege;016524
SH;01056017;Groß Offenseth-Aspern;Kl.Offenseth-Bokels. Moor;016645
SH;01056017;Groß Offenseth-Aspern;Kl.Offenseth-Sparrieshoop;016643
SH;01053042;Groß Pampau;Groß Pampau;017076
SH;01059035;Groß Rheide;Groß Rheide;018046
SH;01060030;Groß Rönnau;Groß Rönnau;019038
SH;01060030;Groß Rönnau;Krögsberg;019187
SH;01053043;Groß Sarau;Groß Sarau;017077
SH;01053043;Groß Sarau;Holstendorf;017109
SH;01053043;Groß Sarau;Hornstorf;017111
SH;01053043;Groß Sarau;Klein Sarau;017128
SH;01053043;Groß Sarau;Tüschenbek;017270
SH;01053044;Groß Schenkenberg;Grinau;017297
SH;01053044;Groß Schenkenberg;Groß Schenkenberg;017079
SH;01053044;Groß Schenkenberg;Rothenhausen;017217
SH;01058065;Groß Vollstedt;Groß Vollstedt;010137
SH;01058065;Groß Vollstedt;Kleinvollstedt;010475
SH;01058066;Groß Wittensee;Groß Wittensee;010143
SH;01058066;Groß Wittensee;Haby;010152
SH;01058066;Groß Wittensee;Klein Wittensee;010223
SH;01058066;Groß Wittensee;Wittensee (See);010456
SH;01057023;Großbarkau;Großbarkau;016058
SH;01060027;Großenaspe;Boostedt;014587
SH;01060027;Großenaspe;Brokenlande;014512
SH;01060027;Großenaspe;Großenaspe;014532
SH;01055017;Großenbrode;Großenbrode;014056
SH;01055017;Großenbrode;Klaustorf;014085
SH;01055017;Großenbrode;Lütjenbrode;014110
SH;01055017;Großenbrode;Lütjenhof;014111
SH;01055017;Großenbrode;Mittelhof;014118
SH;01055017;Großenbrode;Rossee;014310
SH;01051037;Großenrade;Großenrade;013034
SH;01062022;Großensee;Großensee;015035
SH;01059115;Großenwiehe;Großenwiehe;011038
SH;01059115;Großenwiehe;Schobüll;011124
SH;01062023;Großhansdorf;Ahrensfelde;015200
SH;01062023;Großhansdorf;Großhansdorf;015037
SH;01062023;Großhansdorf;Schmalenbeck;015110
SH;01057024;Großharrie;Dosenmoor;014520
SH;01057024;Großharrie;Großharrie;014535
SH;01057024;Großharrie;Kleinharrie;014546
SH;01059116;Großsolt;Bistoft;011167
SH;01059116;Großsolt;Estrup;011021
SH;01059116;Großsolt;Großsolt;011039
SH;01059116;Großsolt;Großsoltbrück;011040
SH;01059116;Großsolt;Kollerup;011077
SH;01055018;Grube;Grube;014059
SH;01055018;Grube;Rosenfelde;014150
SH;01055018;Grube;Rosenhof;014151
SH;01059118;Grundhof;Bönstrup;011009
SH;01059118;Grundhof;Dollerup;011225
SH;01059118;Grundhof;Grundhof;011043
SH;01059118;Grundhof;Hodderup;011229
SH;01059118;Grundhof;Langballig;011228
SH;01059118;Grundhof;Lutzhöft;011091
SH;01054039;Gröde;Gröde;011521
SH;01059034;Grödersby;Arnis;018203
SH;01059034;Grödersby;Faulück;018222
SH;01059034;Grödersby;Grödersby;018044
SH;01059034;Grödersby;Kappeln;018232
SH;01055016;Grömitz;Brenkenhagen;014021
SH;01055016;Grömitz;Cismar;014028
SH;01055016;Grömitz;Grömitz;014055
SH;01055016;Grömitz;Guttau;014061
SH;01055016;Grömitz;Klostersee;014089
SH;01055016;Grömitz;Lenste;014105
SH;01055016;Grömitz;Nienhagen;014130
SH;01055016;Grömitz;Rüting;014153
SH;01055016;Grömitz;Suxdorf;014180
SH;01062021;Grönwohld;Grönwohld;015033
SH;01062021;Grönwohld;Lütjensee;015229
SH;01051039;Gudendorf;Gudendorf;013035
SH;01053046;Gudow;Gudow;017090
SH;01053046;Gudow;Kehrsen-Meierhof;017121
SH;01053046;Gudow;Segrahn-Meierhof;017253
SH;01053046;Gudow;Sophienthal-Meierhof;017259
SH;01055014;Göhl;Gaarz;014043
SH;01055014;Göhl;Kremsdorf;014095
SH;01055014;Göhl;Schwelbek;014161
SH;01053034;Göldenitz;Göldenitz;017062
SH;01060026;Gönnebek;Gönnebek;019032
SH;01053035;Göttin;Göttin;017064
SH;01058067;Güby;Güby;010148
SH;01058067;Güby;Louisenlund;010255
SH;01058067;Güby;Schlei;010373
SH;01053047;Gülzow;Gülzow-Dorf;017091
SH;01053047;Gülzow;Gülzow-Haupthof;017092
SH;01053048;Güster;Güster;017093
SH;01058068;Haale;Haale;010149
SH;01058068;Haale;Todenbüttel;010429
SH;01058069;Haby;Haby;010151
SH;01061033;Hadenfeld;Hadenfeld;012037
SH;01060031;Hagen;Föhrden-Barl;019228
SH;01060031;Hagen;Hagen;019039
SH;01054050;Hallig Hooge;Hooge;011533
SH;01056018;Halstenbek;Halstenbek;016529
SH;01062025;Hamberge;Hamberge;015038
SH;01062025;Hamberge;Hansfelde;015041
SH;01058070;Hamdorf;Hamdorf;010154
SH;01058070;Hamdorf;Prinzenmoor;010338
SH;01062026;Hamfelde;Hahnheide;015213
SH;01062026;Hamfelde;Hamfelde;015039
SH;01053049;Hamfelde;Hamfelde;017096
SH;01062026;Hamfelde;Köthel;015224
SH;01062027;Hammoor;Hammoor;015040
SH;01062027;Hammoor;Lasbek-Dorf;015226
SH;01053050;Hamwarde;Hamwarde-Dorf;017099
SH;01058071;Hamweddel;Hamweddel;010156
SH;01058071;Hamweddel;Jevenstedt;010203
SH;01059183;Handewitt;Ellund;011018
SH;01059183;Handewitt;Flensburg-G;011226
SH;01059183;Handewitt;Gottrupel;011035
SH;01059183;Handewitt;Handewitt;011047
SH;01059183;Handewitt;Haurup;011053
SH;01059183;Handewitt;Hüllerup;011059
SH;01059183;Handewitt;Jarplund;011064
SH;01059183;Handewitt;Timmersiek;011146
SH;01059183;Handewitt;Weding;011158
SH;01058072;Hanerau-Hademarschen;Aasbüttel;010001
SH;01058072;Hanerau-Hademarschen;Hademarschen;010153
SH;01058072;Hanerau-Hademarschen;Hanerau;010158
SH;01058072;Hanerau-Hademarschen;Liesbüttel;017512
SH;01058072;Hanerau-Hademarschen;Oldenbüttel;010310
SH;01058072;Hanerau-Hademarschen;Pemeln;017513
SH;01058072;Hanerau-Hademarschen;Thaden;017503
SH;01060033;Hardebek;Hardebek;019041
SH;01055020;Harmsdorf;Einhaus;014036
SH;01055020;Harmsdorf;Güldenstein;014060
SH;01055020;Harmsdorf;Harmsdorf;014065
SH;01053051;Harmsdorf;Harmsdorf;017102
SH;01055020;Harmsdorf;Kayhof;014081
SH;01055020;Harmsdorf;Löhrstorfer Holz;014106
SH;01055020;Harmsdorf;Rantzaufelde;014144
SH;01059120;Harrislee;Flensburg-H;011234
SH;01059120;Harrislee;Harrislee;011050
SH;01060034;Hartenholm;Hartenholm;019042
SH;01056019;Haselau;Haselau;016530
SH;01056019;Haselau;Moorrege;016655
SH;01056019;Haselau;Pagensand;016659
SH;01056020;Haseldorf;Haseldorf;016531
SH;01054041;Haselund;Haselund;011525
SH;01060035;Hasenkrug;Hardebek;019188
SH;01060035;Hasenkrug;Hasenkrug;019043
SH;01060036;Hasenmoor;Bimöhlen;019189
SH;01060036;Hasenmoor;Hasenmoor;019044
SH;01056021;Hasloh;Bönningstedt;016605
SH;01056021;Hasloh;Hasloh;016532
SH;01059121;Hasselberg;Gundelsby;011045
SH;01059121;Hasselberg;Hasselberg;011051
SH;01059121;Hasselberg;Maasholm;011200
SH;01059121;Hasselberg;Schwackendorf;011125
SH;01054042;Hattstedt;Hattstedt;011526
SH;01054043;Hattstedtermarsch;Hattstedtermarsch;011527
SH;01053052;Havekost;Havekost;017105
SH;01059037;Havetoft;Havetoft;018048
SH;01059037;Havetoft;Holming;018129
SH;01059037;Havetoft;Hostrup;018051
SH;01058073;Haßmoor;Bokelholm;010465
SH;01058073;Haßmoor;Haßmoor;010160
SH;01058073;Haßmoor;Höbek (Dorf);010168
SH;01058073;Haßmoor;Höbek (Meierhof);010170
SH;01051043;Hedwigenkoog;Hedwigenkoog;013322
SH;01056022;Heede;Heede;016533
SH;01051044;Heide;Heide;013323
SH;01051044;Heide;Ostrohe;013416
SH;01062031;Heidekamp;Heidekamp;015045
SH;01062031;Heidekamp;Zarpen;015246
SH;01056023;Heidgraben;Heidgraben;016534
SH;01060037;Heidmoor;Heidmoor;019138
SH;01060038;Heidmühlen;Fehrenbötel;019231
SH;01060038;Heidmühlen;Glashütte;019229
SH;01060038;Heidmühlen;Heidmühlen;019046
SH;01057025;Heikendorf;Altheikendorf;012711
SH;01057025;Heikendorf;Möltenort;012712
SH;01057025;Heikendorf;Neuheikendorf;012713
SH;01057025;Heikendorf;Schrevenborn;012714
SH;01055021;Heiligenhafen;Heiligenhafen;014067
SH;01061034;Heiligenstedten;Heiligenstedten;012038
SH;01061035;Heiligenstedtenerkamp;Heiligenstedten;012161
SH;01061035;Heiligenstedtenerkamp;Heiligenstedtenerkamp;012039
SH;01061035;Heiligenstedtenerkamp;Hodorf;012165
SH;01062032;Heilshoop;Heilshoop;015046
SH;01058074;Heinkenborstel;Heinkenborstel;010162
